Case ID, Event ID, Activity, Timestamp, Resource, Cost
1, 0, A1: Request Examinations, 05/10/2021 23:29:39, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
1, 1, A1: Request Examinations, 05/10/2021 23:29:39, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
1, 2, A2: Do MRT Scan and derive Diagnosis, 05/10/2021 23:29:42, 0x496f8ce2eff93279b7d4a6c5b50e387fbea94e6a, 20000000000
1, 3, A4: Assessment of fitness for Rehabilitation, 05/10/2021 23:29:42, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
1, 4, A2: Do MRT Scan and derive Diagnosis, 05/10/2021 23:29:42, 0x496f8ce2eff93279b7d4a6c5b50e387fbea94e6a, 20000000000
1, 5, A3: Write Invoice, 05/10/2021 23:29:43, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
1, 6, A3: Write Invoice, 05/10/2021 23:29:43, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
1, 7, A5: Write Invoice, 05/10/2021 23:29:43, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
1, 8, A6: Write Application, 05/10/2021 23:29:46, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
1, 9, A6: Write Application, 05/10/2021 23:29:46, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
1, 10, A7: Decide on Rehabilitation, 05/10/2021 23:29:46, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
1, 11, A9: Offer alternative Options, 05/10/2021 23:29:49, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
2, 12, A1: Request Examinations, 05/10/2021 23:29:51, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
2, 13, A1: Request Examinations - form 1018870749278, 05/10/2021 23:29:51, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
2, 14, A4: Assessment of fitness for Rehabilitation, 05/10/2021 23:29:53, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
2, 15, A2: Do MRT Scan and derive Diagnosis, 05/10/2021 23:29:53, 0x496f8ce2eff93279b7d4a6c5b50e387fbea94e6a, 20000000000
2, 16, A5: Write Invoice, 05/10/2021 23:29:54, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
2, 17, A5: Write Invoice, 05/10/2021 23:29:54, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
2, 18, A3: Write Invoice, 05/10/2021 23:29:55, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
2, 19, A7: Decide on Rehabilitation, 05/10/2021 23:29:57, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
2, 20, A9: Offer alternative Options, 05/10/2021 23:30:00, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
3, 21, A1: Request Examinations, 05/10/2021 23:30:02, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
3, 22, A1: Request Examinations, 05/10/2021 23:30:02, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
3, 23, A2: Do MRT Scan and derive Diagnosis, 05/10/2021 23:30:05, 0x496f8ce2eff93279b7d4a6c5b50e387fbea94e6a, 20000000000
3, 24, A4: Assessment of fitness for Rehabilitation, 05/10/2021 23:30:05, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
3, 25, A5: Write Invoice, 05/10/2021 23:30:06, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
3, 26, A6: Write Application, 05/10/2021 23:30:07, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
3, 27, A7: Decide on Rehabilitation, 05/10/2021 23:30:08, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
3, 28, A7: Decide on Rehabilitation - form 12748272144, 05/10/2021 23:30:08, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
3, 29, A9: Offer alternative Options, 05/10/2021 23:30:11, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
3, 30, A9: Offer alternative Options - form 716488090508, 05/10/2021 23:30:11, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
4, 31, A1: Request Examinations, 05/10/2021 23:30:13, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
4, 32, A2: Do MRT Scan and derive Diagnosis, 05/10/2021 23:30:15, 0x496f8ce2eff93279b7d4a6c5b50e387fbea94e6a, 20000000000
4, 33, A2: Do MRT Scan and derive Diagnosis - form 50999489503, 05/10/2021 23:30:15, 0x496f8ce2eff93279b7d4a6c5b50e387fbea94e6a, 20000000000
4, 34, A4: Assessment of fitness for Rehabilitation, 05/10/2021 23:30:15, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
4, 35, A3: Write Invoice, 05/10/2021 23:30:16, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
4, 36, A5: Write Invoice, 05/10/2021 23:30:16, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
4, 37, A7: Decide on Rehabilitation, 05-10-2021 23.30.18, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
4, 38, A9: Offer alternative Options, 05/10/2021 23:30:21, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
5, 39, A1: Request Examinations, 05/10/2021 23:30:24, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
5, 40, A4: Assessment of fitness for Rehabilitation, 05/10/2021 23:30:25, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
5, 41, A2: Do MRT Scan and derive Diagnosis, 05/10/2021 23:30:25, 0x496f8ce2eff93279b7d4a6c5b50e387fbea94e6a, 20000000000
5, 42, A4: Assessment of fitness for Rehabilitation - form 271731135441, 05/10/2021 23:30:25, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
5, 43, A3: Write Invoice, 05/10/2021 23:30:26, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
5, 44, A3: Write Invoice - form 1035261498998, 05/10/2021 23:30:26, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
5, 45, A5: Write Invoice, 05/10/2021 23:30:27, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
5, 46, A6: Write Application, 05/10/2021 23:30:29, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
5, 47, A6: Write Application, 05/10/2021 23:30:29, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
5, 48, A7: Decide on Rehabilitation, 05/10/2021 23:30:30, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
5, 49, A7: Decide on Rehabilitation - form 76971805253, 05/10/2021 23:30:30, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
5, 50, A9: Offer alternative Options, 05/10/2021 23:30:33, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
6, 51, A1: Request Examinations, 05/10/2021 23:30:35, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
6, 52, A1: Request Examinations, 05/10/2021 23:30:35, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
6, 53, A4: Assessment of fitness for Rehabilitation, 05/10/2021 23:30:37, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
6, 54, A3: Write Invoice, 05/10/2021 23:30:37, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
6, 55, A4: Assessment of fitness for Rehabilitation, 05/10/2021 23:30:37, 0xe3509b10d6e5804468b59b1d755787b91cb0bbb5, 20000000000
6, 56, A3: Write Invoice - form 488280088629, 05/10/2021 23:30:37, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
6, 57, A5: Write Invoice, 05/10/2021 23:30:37, 0x62943985a677a8d615c85739d1c91f7f6e851b83, 20000000000
6, 58, A6: Write Application, 05/10/2021 23:30:39, 0x4c46d67e3699ca04852b30fe40133cf05da57160, 20000000000
6, 59, A7: Decide on Rehabilitation, 05/10/2021 23:30:40, 0x4bd6b7f3eb7b06ed2f2afa85cb8ae42e21d02e61, 20000000000
