Case ID, Event ID, Activity, Timestamp, Resource, Cost
1, 0, Get problem description, 06/05/2021 10:58:26, 0x7eb33a0f61c84c63807116578cb4b6f71df4eb7e, 20000000000
1, 1, Explain solution, 06/05/2021 10:58:29, 0x33bc81eb3d8a2be7f1b9dd5e9aee7847af22a8af, 20000000000
2, 2, Customer has a problem, 06/05/2021 10:58:31, 0x7eb33a0f61c84c63807116578cb4b6f71df4eb7e, 20000000000
2, 3, Ask 1st level support, 06/05/2021 10:58:35, 0x33bc81eb3d8a2be7f1b9dd5e9aee7847af22a8af, 20000000000
2, 4, Ask 2d level support, 06/05/2021 10:58:38, 0xdd8d2912e37191ce07883fd3412379c2a249d9b5, 20000000000
2, 5, Ask developer, 06/05/2021 10:58:40, 0xef01fb7d3431cf2315c04c27b0720d4174c3f839, 20000000000
2, 6, Provide feedback for 2nd level support, 06/05/2021 10:58:40, 0xc008617fa7f63a4212707461c439bfd28cc32d3e, 20000000000
2, 7, Provide feedback for 1st level support, 06/05/2021 10:58:42, 0xef01fb7d3431cf2315c04c27b0720d4174c3f839, 20000000000
2, 8, Provide feedback for account manager, 06/05/2021 10:58:44, 0xdd8d2912e37191ce07883fd3412379c2a249d9b5, 20000000000
2, 9, Explain solution, 06/05/2021 10:58:46, 0x33bc81eb3d8a2be7f1b9dd5e9aee7847af22a8af, 20000000000
3, 10, Customer has a problem, 06/05/2021 10:58:47, 0x7eb33a0f61c84c63807116578cb4b6f71df4eb7e, 20000000000
3, 11, Get problem description, 06/05/2021 10:58:48, 0x7eb33a0f61c84c63807116578cb4b6f71df4eb7e, 20000000000
3, 12, Explain solution, 05/06/2021 10:58:50, 0x33bc81eb3d8a2be7f1b9dd5e9aee7847af22a8af, 20000000000
4, 13, Customer has a problem, 06/05/2021 10:58:52, 0x7eb33a0f61c84c63807116578cb4b6f71df4eb7e, 20000000000
4, 14, Get problem description, 06/05/2021 10:58:53, 0x7eb33a0f61c84c63807116578cb4b6f71df4eb7e, 20000000000
4, 15, Ask 1st level support, 06/05/2021 10:58:56, 0x33bc81eb3d8a2be7f1b9dd5e9aee7847af22a8af, 20000000000
4, 16, Ask 2d level support, 06/05/2021 10:58:58, 0xdd8d2912e37191ce07883fd3412379c2a249d9b5, 20000000000
4, 17, Ask developer, 06/05/2021 10:59:00, 0xef01fb7d3431cf2315c04c27b0720d4174c3f839, 20000000000
4, 18, Provide feedback for 2nd level support, 06/05/2021 10:59:01, 0xc008617fa7f63a4212707461c439bfd28cc32d3e, 20000000000
4, 19, Provide feedback for 1st level support, 06/05/2021 10:59:03, 0xef01fb7d3431cf2315c04c27b0720d4174c3f839, 20000000000
4, 20, Provide feedback for account manager, 06/05/2021 10:59:05, 0xdd8d2912e37191ce07883fd3412379c2a249d9b5, 20000000000
