Case ID, Event ID, Activity, Timestamp, Resource, Cost
1, 0, A1: Request Examinations, 07/05/2021 17:04:22, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
1, 1, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 17:04:24, 0x60a70622489bfe6e4a1cef80365b17e51fb3a7cd, 20000000000
1, 2, A4: Assessment of fitness for Rehabilitation, 07/05/2021 17:04:24, 0x8e6887529fab4e94edd791f5b7ce29c44d78a371, 20000000000
1, 3, A3: Write Invoice, 07/05/2021 17:04:25, 0x048809d9cbc7358ce753abc97970e78c89bf9c58, 20000000000
1, 4, A5: Write Invoice, 07/05/2021 17:04:26, 0x048809d9cbc7358ce753abc97970e78c89bf9c58, 20000000000
1, 5, A6: Write Application, 07/05/2021 17:04:28, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
1, 6, A7: Decide on Rehabilitation, 07/05/2021 17:04:29, 0xc063e410fe1a87c21feac87f0c09e1a5bf498973, 20000000000
1, 7, A9: Offer alternative Options, 07/05/2021 17:04:31, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
2, 8, A1: Request Examinations, 07/05/2021 17:04:34, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
2, 9, A4: Assessment of fitness for Rehabilitation, 07/05/2021 17:04:35, 0x8e6887529fab4e94edd791f5b7ce29c44d78a371, 20000000000
2, 10, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 17:04:36, 0x60a70622489bfe6e4a1cef80365b17e51fb3a7cd, 20000000000
2, 11, A5: Write Invoice, 07/05/2021 17:04:36, 0x048809d9cbc7358ce753abc97970e78c89bf9c58, 20000000000
2, 12, A6: Write Application, 07/05/2021 17:04:38, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
2, 13, A7: Decide on Rehabilitation, 07/05/2021 17:04:39, 0xc063e410fe1a87c21feac87f0c09e1a5bf498973, 20000000000
3, 14, A1: Request Examinations, 07/05/2021 17:04:44, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
3, 15, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 17:04:46, 0x60a70622489bfe6e4a1cef80365b17e51fb3a7cd, 20000000000
3, 16, A4: Assessment of fitness for Rehabilitation, 07/05/2021 17:04:46, 0x8e6887529fab4e94edd791f5b7ce29c44d78a371, 20000000000
3, 17, A5: Write Invoice, 07/05/2021 17:04:47, 0x048809d9cbc7358ce753abc97970e78c89bf9c58, 20000000000
3, 18, A6: Write Application, 05/07/2021 17:04:48, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
3, 19, A7: Decide on Rehabilitation, 07/05/2021 17:04:49, 0xc063e410fe1a87c21feac87f0c09e1a5bf498973, 20000000000
3, 20, A9: Offer alternative Options, 07/05/2021 17:04:51, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
4, 21, A1: Request Examinations, 07/05/2021 17:04:52, 0x92fe98dbf783cd95d8f092c77b37297c3bef3d6e, 20000000000
