Case ID, Event ID, Activity, Timestamp, Resource, Cost
1, 0, A1: Request Examinations, 05/07/2021 11:07:29, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
1, 1, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 11:07:31, 0x8a048646aadaf87913d7389345c72cef7497f33c, 20000000000
1, 2, A4: Assessment of fitness for Rehabilitation, 07/05/2021 11:07:31, 0xe39a1e67c32da2f99afe1d4b0526c3e4b1144f58, 20000000000
1, 3, A3: Write Invoice, 07/05/2021 11:07:31, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
1, 4, A6: Write Application, 07/05/2021 11:07:35, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
1, 5, A7: Decide on Rehabilitation, 07/05/2021 11:07:36, 0xf2c63fa608dd3a8dc4b5febc8721cb14cd800ef0, 20000000000
1, 6, A9: Offer alternative Options, 05/07/2021 11:07:38, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
2, 7, A4: Assessment of fitness for Rehabilitation, 05/07/2021 11:07:42, 0xe39a1e67c32da2f99afe1d4b0526c3e4b1144f58, 20000000000
2, 8, A5: Write Invoice, 07/05/2021 11:07:44, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
2, 9, A6: Write Application, 07/05/2021 11:07:46, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
2, 10, A7: Decide on Rehabilitation, 07/05/2021 11:07:47, 0xf2c63fa608dd3a8dc4b5febc8721cb14cd800ef0, 20000000000
2, 11, A9: Offer alternative Options, 07/05/2021 11:07:50, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
3, 12, A1: Request Examinations, 07/05/2021 11:07:52, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
3, 13, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 11:07:54, 0x8a048646aadaf87913d7389345c72cef7497f33c, 20000000000
3, 14, A4: Assessment of fitness for Rehabilitation, 05/07/2021 11:07:55, 0xe39a1e67c32da2f99afe1d4b0526c3e4b1144f58, 20000000000
3, 15, A3: Write Invoice, 07/05/2021 11:07:55, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
3, 16, A5: Write Invoice, 07/05/2021 11:07:56, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
3, 17, A6: Write Application, 07/05/2021 11:07:58, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
3, 18, A7: Decide on Rehabilitation, 07/05/2021 11:07:59, 0xf2c63fa608dd3a8dc4b5febc8721cb14cd800ef0, 20000000000
3, 19, A9: Offer alternative Options, 07/05/2021 11:08:02, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
4, 20, A1: Request Examinations, 07/05/2021 11:08:05, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
4, 21, A4: Assessment of fitness for Rehabilitation, 07/05/2021 11:08:06, 0xe39a1e67c32da2f99afe1d4b0526c3e4b1144f58, 20000000000
4, 22, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 11:08:06, 0x8a048646aadaf87913d7389345c72cef7497f33c, 20000000000
4, 23, A5: Write Invoice, 07/05/2021 11:08:07, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
4, 24, A3: Write Invoice, 07/05/2021 11:08:08, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
4, 25, A6: Write Application, 07/05/2021 11:08:10, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
4, 26, A7: Decide on Rehabilitation, 07/05/2021 11:08:10, 0xf2c63fa608dd3a8dc4b5febc8721cb14cd800ef0, 20000000000
4, 27, A9: Offer alternative Options, 07/05/2021 11:08:13, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
5, 28, A1: Request Examinations, 07/05/2021 11:08:16, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
5, 29, A2: Do MRT Scan and derive Diagnosis, 05/07/2021 11:08:18, 0x8a048646aadaf87913d7389345c72cef7497f33c, 20000000000
5, 30, A4: Assessment of fitness for Rehabilitation, 07/05/2021 11:08:18, 0xe39a1e67c32da2f99afe1d4b0526c3e4b1144f58, 20000000000
5, 31, A3: Write Invoice, 07/05/2021 11:08:19, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
5, 32, A6: Write Application, 07/05/2021 11:08:21, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
5, 33, A7: Decide on Rehabilitation, 07/05/2021 11:08:22, 0xf2c63fa608dd3a8dc4b5febc8721cb14cd800ef0, 20000000000
5, 34, A9: Offer alternative Options, 07/05/2021 11:08:25, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
6, 35, A1: Request Examinations, 07/05/2021 11:08:27, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
6, 36, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 11:08:29, 0x8a048646aadaf87913d7389345c72cef7497f33c, 20000000000
6, 37, A3: Write Invoice, 07/05/2021 11:08:29, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
6, 38, A5: Write Invoice, 07/05/2021 11:08:30, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
6, 39, A6: Write Application, 07/05/2021 11:08:32, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
6, 40, A7: Decide on Rehabilitation, 07/05/2021 11:08:33, 0xf2c63fa608dd3a8dc4b5febc8721cb14cd800ef0, 20000000000
6, 41, A9: Offer alternative Options, 07/05/2021 11:08:36, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
7, 42, A1: Request Examinations, 07/05/2021 11:08:38, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
7, 43, A2: Do MRT Scan and derive Diagnosis, 07/05/2021 11:08:40, 0x8a048646aadaf87913d7389345c72cef7497f33c, 20000000000
7, 44, A4: Assessment of fitness for Rehabilitation, 07/05/2021 11:08:41, 0xe39a1e67c32da2f99afe1d4b0526c3e4b1144f58, 20000000000
7, 45, A3: Write Invoice, 07/05/2021 11:08:41, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
7, 46, A5: Write Invoice, 07/05/2021 11:08:42, 0xf91dcf2cec909266d85d4bc93bb02d432bf3f264, 20000000000
7, 47, A6: Write Application, 07/05/2021 11:08:44, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
7, 48, A7: Decide on Rehabilitation, 07/05/2021 11:08:45, 0xf2c63fa608dd3a8dc4b5febc8721cb14cd800ef0, 20000000000
7, 49, A9: Offer alternative Options, 07/05/2021 11:08:48, 0x4bfd2acf564a3e0fe49965d71a1e903ac601fcc9, 20000000000
